id,name,effect,usage_text,explanation,key_points,modifications,precautions,other_info
2032,三圣散,治中风舌强不语。涌吐风痰。治中风闭证，失者闷乱，口眼喎斜或不省人事，牙关紧闭，脉浮滑实；癫痫，浊痰壅塞胸中，上逆时发；误食毒物，停于上脘者。,上为细末，每服三钱匕；用鹅梨汁半盏，皂角末一钱匕，浓煎汤一合，于梨汁相和调下，须臾吐出涎毒，便能语。各为粗末。每服约15克，以韭汁300毫升，先用200毫升，煎三五沸，去韭汁，次人l00毫升，煎至三沸，却将原煎韭汁，同一处熬二沸，去滓澄清，放温，徐徐服之。不必尽剂，以吐为度。,,,,,"三圣散 https://www.901020.com/fangji/2032.html
您好访客,请登陆发表！
名 称
QQ号码
地 址
中医交流可加微信入群：hbxt998"
2033,盐汤探吐方,宿食。饮食停留胃中，脘腹胀疼不舒。或干霍乱，欲吐不得吐，欲泻不得泻。,用极咸盐汤三升，热饮一升，刺口令吐宿食使尽，不吐更服，吐迄复饮，三吐乃住，静止。现代用法：将盐用开水调成饱和盐汤，每服200-300ml，服后探吐，以吐尽宿食为度。,本方主治宿食不消或干霍乱之证，乃由宿食或秽浊之气中阻，气机闭塞上下不通所致治宜因势利导，涌而吐之。方以盐汤极咸之味，激起呕吐，以开通气机，并使宿食随吐而出，这样气机得以调畅，则塞者可通，腹痛可止。因盐汤涌吐之力较缓，往往须与翔毛或手指探吐，以助药力，故名盐汤探吐方。,,,但亦应以吐为度，过之则伤胃气。,"盐汤探吐方 https://www.901020.com/fangji/2033.html
您好访客,请登陆发表！
名 称
QQ号码
地 址
中医交流可加微信入群：hbxt998"
2034,救急稀涎散,涌吐痰食，开窍醒神。,上药共研极细末。每服1～2克，温开水调，灌下。,本方为痰壅气闭于上而设中风闭证，痰涎壅盛，或喉痹阻塞气道，病情紧急，当立即疏通咽喉，缓解危急，然后再随证调治。方中白矾酸寒涌泄，能化解顽痰，并有开关催吐之功;皂荚辛温而咸，辛能开窍，温能化痰，成能散结，善通关去闭，荡涤痰浊，两药合用。有稀涎催吐，开窍通关的功用。,,,应用时但得吐出稀涎少许，即宜中病而止，随进相应方药予以调治。服用量不宜过大，以免损伤正气。,稀涎皂角与白矾，急救可祛膈上痰，中风昏迷属闭证，功能开窍又通关。
2036,封髓丹,"降火止遗。
滋阴降火，固精封髓。主肾气虚弱，相火妄动，梦遗滑精，阳关不守。
降心火，益肾水，升阳壮气，添精补髓。主诸虚。","上药捣罗为细末，水煮面糊和丸，如梧桐子大。每服50丸，用苁蓉15克，切作片子，酒300毫升，浸一宿，次日煎三四沸，去滓，空腹时送下。
共研为细粉，过罗，用冷水泛为小丸，每16两丸药，用朱砂5钱，滑石3两为衣，闯亮。每服3钱，日服2次，温开水送下。
上为细末，酒糊丸，如梧桐子大。每服50丸，渐加至70-80丸，空心温酒送下。",,,,,"封髓丹 https://www.901020.com/fangji/2036.html
您好访客,请登陆发表！
名 称
QQ号码
地 址
中医交流可加微信入群：hbxt998"
2037,五子衍宗丸,补肾益精。添精益髓，补肾固精。治肾虚精少，阳瘘早泄，遗精，精冷，余沥不清，久不生育。（不孕、不育）,以上五味，粉碎成细粉，过筛，混匀。每100g粉末用炼蜜35～50g加适量的水泛丸，干燥，制成水蜜丸；或加炼蜜80～90g制成小蜜丸或大蜜丸，即得。口服，水蜜丸一次6g，小蜜丸一次9g，大蜜丸一次1丸，一日2次。上为细末，炼蜜为丸，如梧桐子大。空腹时服90丸，睡前服50丸，温开水或淡盐汤送下，冬月用温酒送下。若惯遗泄者，去车前子，加莲子。,,本方为治疗肾精不足常用方剂。临床上以久不生育，腰膝酸软，脉细为证治要点。,若偏阳虚者，可加补骨脂、鹿胶、仙灵脾等以温壮肾阳；若偏阴虚者，可加熟地、龟胶、女贞子等以滋肾填精。,请查阅中成药五子衍宗丸说明书。,"五子衍宗丸 https://www.901020.com/fangji/2037.html
您好访客,请登陆发表！
名 称
QQ号码
地 址
中医交流可加微信入群：hbxt998"
2038,缩泉丸,温肾祛寒，缩尿止遗。,为末，丸如梧桐子大，每服9克，盐酒或米饮下。,本方主证为肾气不足。肾气不足，膀胱虚冷，气化不利，津液失约，故见小便频数或遗尿。 方用益智仁补肾助阳，固精缩尿，为主药。辅以乌药温肾散寒，助膀胱气化。佐以山药益肾涩精，补益脾胃。本方药力较薄弱，诸证情较甚者，须配用温补固涩之品，以加强疗效。,本方以小便自遗或不禁、神疲怯寒、腰膝酸软、舌质淡、苔薄、脉细无力为辨证要点。本方药简力薄，若证情较甚者，仍需适当酌加温补固涩之品，以提高疗效。,"若偏阳虚者，可加补骨脂、鹿胶、仙灵脾等以温壮肾阳；若偏阴虚者，可加熟地、龟胶、女贞子等以滋肾填精。
若肢冷畏寒明显者，可加菟丝子、补骨脂、肉苁蓉、鹿茸、附子等。",湿热下注、下焦瘀血引起的小便频数、滴沥不畅、时有遗尿等症，禁用本方。,"此方有中成药，具体用法禁忌请查阅中成药缩泉丸说明书。
缩泉丸 https://www.901020.com/fangji/2038.html
您好访客,请登陆发表！
名 称
QQ号码
地 址
中医交流可加微信入群：hbxt998"
2039,水陆二仙丹,固涩止遗，益肾滋阴，收敛固摄,将芡实研末，金樱子熬膏，拌和制成丸。每服6～9克，每日2次，盐汤送下,方中芡实甘涩，能固肾涩精；金樱子酸涩，能固精缩尿。两药配伍，能使肾气得补，精关自固，从而遗精、遗尿、带下蠲除,临床应用以腰酸乏力、遗精、带下、脉沉软无力为辨证要点,若偏阳虚者，可加补骨脂、鹿胶、仙灵脾等以温壮肾阳；若偏阴虚者，可加熟地、龟胶、女贞子等以滋肾填精,有下焦湿热者不宜,水陆二仙金樱芡，经遗带下都能祛
2041,桂枝葛根汤,解肌发表，升津舒经,"上六味，以水一斗，先煮麻黄、葛根，减二升，去上沫；内诸药；煮取三升，去滓，温服一升。覆取微似汗，不须啜（chuo,吃）粥，余如桂枝法将息及禁忌。",本方由桂枝汤加葛根构成。方中桂枝汤祛风解肌，调和营卫；葛根鼓舞胃气上行，提升津液以濡润经脉，解除项背拘急，且有助于解肌发表。,以发热汗出恶风，项背拘急不舒为辨证要点。,重用芍药、葛根，加赭石、牡蛎、龙骨、钩藤；面肌拘紧，口眼歪斜，加白附子，全蝎；温病初起而项背强急，则加银花、连翘。若无汗，加防风；头痛，加羌活；夏秋口渴消水，加石膏。,未知，需斟酌。,
2050,建瓯汤,镇肝熄风，滋阴安神,磨取铁锈浓水，煎上药服,方中怀牛膝引血下行，并能补益肝肾，为主药。代赭石与生牡蛎、生龙骨相配，镇肝熄风，降逆潜阳，是为辅药。生地黄、白芍、山药滋养阴液，以制阳亢；柏子仁滋养阴血，安心宁神，均为使药。诸药配伍，共奏镇肝熄风，安神滋阴之效,临床应用以眩晕、心悸、口干、舌稍红、脉弦而长，为其辨证要点,方中赭石必一面点点有凸，一面点点有凹，生轧细用之方效。若大便不实者去赭石，加建莲子（去心）三钱。若畏凉者，以熟地易生地,,研究表明，建瓴汤能显著降低高脂大鼠血清apoB、LP(a)水平(P〈0.05，P〈0.01)，显著升高apoA.I水平。结论结果提示建瓴汤通过升高apoA-I、降低apoB进一步发挥血脂调节作用，通过降低LP(a)水平降低了心脑动脉粥样硬化(AS)性血管疾病的独立危险因素
2051,厚朴七物汤,解肌散寒，和胃泻肠,上药以水一斗，煮取四升。每服八合，温服日三次,厚朴七物汤是桂枝汤去白芍加厚朴枳实大黄，因为白芍是腹痛，不是腹满，白芍主收敛，而腹部有实要攻下；甘、枣、桂、姜，达郁而解外，枳、朴、大黄，泻满而攻里也,以发热、腹满、大便不畅、脉浮数为辨证要点。病腹满，发热十日，脉浮而数，饮食如故。腹满气胀,如有下痢，去大黄，重用生姜；如有呕吐加半夏；寒多者，加生姜半斤，生姜温中寒而止腹痛，力逊干姜，然亦有良效,忌海藻、菘菜、生葱、羊肉、饧,"①《沈注金匮要略》：此有表证腹满也。发热十日之久，脉尚浮数，当责风邪在表。然风气内通于肝，肝盛乘胃，故表见发热，而内作腹满；风能消谷，即能食而为中风，所以饮食如故。用小承气荡涤肠胃之热，桂、甘、姜、枣调和营卫，而解在表之风耳。
②《张氏医通》：此本小承气合桂枝汤，中间裁去白芍之酸收，不致引邪入犯营血。虽同用桂枝、甘草，与桂枝汤泾渭攸分。其厚朴独倍他药，正以泄气之浊逆耳"
2053,生脉饮,益气复脉，养阴生津。,水煎服。原方无剂量，按常规剂量酌定。口服液：口服，1次10毫升，每日3次。注射液：静脉滴注，1次20～60毫升，用5%葡萄糖注射液250～500毫升稀释后使用，或遵医嘱，供心肌梗死、心源性休克、感染性休克等急重病应用。,生脉散方中人参、麦门冬、五味子皆入肺经，一补一润一敛，既可补气阴之虚，又可敛气阴之散，故肺虚久咳之证得之，可收益气养阴，敛肺止咳之效；暑热气耗津泄之证得之，司奏益气生津，敛阴止汗之功。由此则气复津生，汗止阴存，脉得气充，则可复生，故以“生脉”名之。方中人参性味甘温，有大补元气之功，若气虚不甚者，可易为党参；若气阴不足，兼有内热者，则可用西洋参代之；若病情急重者，全方用量亦宜加重，或使用注射剂。如口渴喜饮，加芦根、花粉；舌红、脉数，加黄连、栀子；心阳不振，加附子、干姜；汗多欲脱，加龙骨、牡蛎。生脉散乃补敛合用，若温病气阴虽伤，但余热未清，或久咳肺虚，仍有痰热者，均非所宜。,,,,生脉麦味与人参，保肺清心治暑淫，气少汗多兼口渴，病危脉绝急煎斟。
2087,龟鹿二仙胶,滋阴填精、益气壮阳,上药熬成膏。每服初起一钱五分，十日加五分，加至二钱止，空心酒化下，常服乃可；现代用法：初服酒服4.5克，渐加至9克。空腹时服用。,鹿角胶温肾壮阳，益精养血，龟甲胶填精补髓，滋阴养血，俱为血肉有情之品；人参大补元气，枸杞子补肾益精，养肝明目。达到阴阳气血并补，先天后天兼顾，峻补精髓，益气壮阳。,临床应用以腰膝酸软、两目昏花、阳痿遗精为辨证要点,如有虚阳上扰、头晕目眩可加杭菊花、明天麻以熄风止眩；阳痿者可加淫羊藿、海狗脊等以助暖肾壮阳之效,脾胃虚弱而食少便溏、阴虚而有内热者不宜,七宝美髯丹与龟鹿二仙胶都为阴阳双补，养生延衰之剂。龟鹿二仙胶重用血肉有情之龟版胶、鹿角胶，并配人参，属峻补精气阴阳之剂；七宝美髯丹则重用擅长益精血，乌须发的何首乌，配伍之药多滋而不腻，温而不燥，滋补之力虽不及龟鹿二仙胶，但补而不滞，为平补肝肾精血之剂。
2090,开郁种玉汤,疏肝解郁，调经种子。,水煎服。,情志抑郁，肝失条达，气血运行不畅，冲任不能相资，故婚后多年不孕；肝气失疏，乳络不畅，故乳房胀硬疼痛、乳房内结块；肝郁伐脾，故胸闷胁痛。方中当归、白芍养血柔肝，以实肝体；白术、茯苓健脾培中，以旺后天生化之源；香附疏肝解郁以遂肝用，顺其条达之性，肝郁自解，气通则血和，经血自调；丹皮凉血活血，天花粉生津清热。二药合用既防郁久化火之变，又制香燥药物伤阴之弊。全方具有疏肝解郁、养血扶脾之功。,,"如胸胁胀满甚者，去白术，加青皮、玫瑰花舒郁。
梦多而睡眠不安者，加炒枣仁、夜交藤以益肝宁神。
乳胀有块，酌加王不留行、橘叶、橘核。
乳房胀痛有灼热感或触痛者，加蒲公英。
若气滞而有瘀血者，可见小腹痛胀，经期或劳累后加重，痛时拒按，则瘀汤（方见《痛经》去干姜、肉桂，加丹参、香附、桂枝。",阳虚气弱、湿热蕴阻者忌。,现代药理研究证实，天花粉所含天花粉蛋白具有杀精消胚作用，能使胎盘滋养叶细胞发生变性坏死，阻断胎盘血流，导致胎亡娩出。
2106,三甲复脉汤,滋阴复脉，潜阳熄风。,水煎服。,三甲复脉汤出于吴鞠通的《温病条辨》，化裁于张仲景的炙甘草汤，是将原方去人参、桂枝、生姜、大枣，加生白芍，改生地黄为干地黄，更名为加减复脉汤；再加生牡蛎、龟甲、鳖甲而成。汤中药物补肝肾之体而泻肝用，龟板具有滋阴潜阳、补肾健骨养心之功且用量最大为君，甘草可益气复脉、补脾和胃、调和诸药，鳖甲软坚散结，善于镇痉厥，可助君药滋阴潜阳。 同时牡蛎、白芍具敛涩之性，生地黄养阴又可清阿胶燥热之性，麦冬、阿胶滋阴，麻子仁润肠祛燥。全方具有滋阴潜阳、补脾和胃、调补肝肾之功效。,辨证要点为手足蠕动、头晕、心悸、肢体抽搐或瘛疭、口干舌燥、舌红绛少苔或无苔，脉弦细或结代。或头痛耳鸣，神倦而夜寐不安，或昏眩欲仆，步履不稳，或厥，或舌体颤动，语言不利而肢麻，或大便干秘难行等。三甲复脉汤为疗温热病后期水不涵木、虚风内动之要剂。,,邪热炽盛引起的痉厥、抽搐，则不宜服用。,"方歌：甲复脉用牡蛎，鳖甲龟甲配伍奇，炙草地麦麻胶芍，潜阳补水心动医。
原文：①下焦温病，热深厥甚，脉细促，心中憺憺大动，甚则心中痛者，三甲复脉汤主之；
②燥久伤及肝肾之阴，上盛下虚，昼凉夜热，或干咳，或不咳，甚则痉厥者，三甲复脉汤主之。"
2108,二甲复脉汤,育阴潜阴,上药用水800毫升，煮取640毫升，分三次服。,方中炙甘草资助胃气；地黄、白芍、麦冬、阿胶滋养阴液；生牡蛎、生鳖甲介类潜阳。诸药合用，有育阴潜阳之功。对于热伤阴液，阴虚不能潜阳，肝风内动者，用之可以防止痉厥的发生，即使痉厥己作者，亦可应用。,,,,温病七八日以后，热深不解，口中津液干涸，但觉手指掣动，即当防其痉厥，故以复脉育阴，加入介属潜阳，使阴阳交纽，庶厥不可作也。
2109,一甲复脉汤,养阴润燥，滋阴清热，滋阴固摄。,上药以水800毫升，煮取300毫升，分二次服。,本方加减复脉汤去麻仁加牡蛎而成。温病热邪入于下焦而劫肾阴，此时治当滋阴清热，方为正法。但滋阴之品大多性润而滑肠，此时又见大便溏，故去麻仁而不用，更加牡蛎以收敛固涩，是复阴之中，预防泄阴之弊。,,,,《温病条辨》：“一甲复脉汤方即于加减复脉汤内，去麻仁，抽牡蛎一两。下焦温病，但大便溏者，即与一甲复脉汤。”
2118,助仙丹,健脾益肾，滋补精血。,水煎服。,方中白术、山药、甘草补脾土以资化源，菟丝子、白芍、杜仲益肾而无滋腻之弊，茯苓、陈皮理气化痰。诸药共奏健脾益肾，解郁清痰，生精益血之功。此方平补之中，实有妙理。健脾益肾而不滞，解郁清痰而不泄，不损天然之气血，便是调经之大法，何得用他药以冀通经哉!,盖无病之人，气血两不亏损耳。而嗜欲损夭之人.亦复甚多。生理性的月经数月一行，气血两不亏损，病理性的月经数月一潮，病因病机为精血劳损不能充盈血海。临床上月经稀发、月经量少、闭经等辨证属精血劳损不能充盈血海，可用本方以健脾益肾调经，本方健脾益肾而不滞，解郁清痰而不泄，不损天然之气血。,"肝气郁滞者，加柴胡、酒香附舒肝理气；
脾虚纳差者，加鸡内金、谷麦芽健运助化以资经源；
小腹疼痛拒按者，加益母草、乌药活血化瘀以调经。",,妇人有数月一行经者，每以为常，亦无或先或后之异，亦无或多或少之殊，人莫不以为异，而不知非异也。盖无病之人，气血两不亏损耳。夫气血既不亏损，何以数月而一行经也?妇人之中，亦有天生仙骨者，经水必一季一行。盖以季为数，而不以月为盈虚也。真气内藏，则坎中之真阳不损，倘加以炼形之法，一年之内，便易飞腾。无如世人不知，见经水不应月来，误认为病，妄用药饵，本无病而治之成病，是治反不如其不治也。山闻异人之教，特为阐扬，使世人见此等行经，不必妄行治疗，万勿疑为气血之不足，而轻一试也。虽然天生仙骨之妇人，世固不少。而嗜欲损夭之人，亦复甚多，又不可不立一疗救之方以辅之，方名助仙丹。此方平补之中，实有妙理。健脾益肾而不滞，解郁清痰而不泄，不损天然之气血，便是调经之大法，何得用他药以冀通经哉!(《傅青主女科·调经·经水数月一行十八》)。
2119,益经汤,滋防养血，疏肝解郁,水煎服,此方中用当归、枣仁以补心宁心，白芍以柔肝敛阴，白术、山药健脾益肾以养冲任，熟地、杜仲滋肾以壮肾中之水，人参以补气，沙参以滋阴，丹皮以泄火，柴胡以散心、肝、脾三经之郁，诸药合方，即为大补心、肝、脾之气，散心、肝、脾之郁，滋补肾水之剂,,偏于肾阴虚者，加龟板、鳖甲滋阴通经；偏于肾阳虚者，酌加巴戟、肉桂温阳通经；大便燥者，加肉苁蓉补而润之；脉弦不利者，加沉香、香附理气通经,,年老经闭益经汤，心肝脾郁肾虚因，山药沙丹柴杜参，归芍熟地术枣仁
2134,理中汤,温中祛寒，补气健脾。,水煎服，也可炼蜜为丸，名理中丸。,本方是治疗脾胃虚寒的常用方剂。方中以干姜温运中焦，祛散寒邪，恢复脾阳，为主药；辅以人参补气健脾，振奋脾胃功能；佐以白术健脾燥湿；使以炙甘草调和诸药而兼补脾和中，合用具有温中祛寒，补益脾胃的作用。,本方具有温中散寒，补益脾胃的作用，是一温补的方剂，适用于中焦虚寒所致之各种病证。以脉象沉细或迟缓，舌淡苔白滑，溲清便溏，畏寒肢冷为辩证要点。,,忌海藻、松菜、桃、李、雀肉。,明.方贤着《奇效良方》:理中汤
2147,麻黄附子甘草汤,温补阳气，解表散邪。,上三味，以水七升，先煮麻黄一两沸，去上沫，内诸药，煮取三升，去滓。温服一升，日三服。,麻黄、附子一散一补，固本通阳，则病去而不伤阳气。风寒乘机侵袭营卫，营卫受邪，正邪斗争，则发热；卫气固护不及，则恶风寒；腠理因寒凝而闭塞，则无汗；心阳虚弱而不能温煦，则心悸；阳虚而寒气浸淫于胸，则胸满；阳虚而不能温暖于下，则腰酸腿软；阳虚气化不及，则小便清长；舌淡，苔薄白，脉沉，均为阳虚阴寒之征。其治当温补阳气，解表散邪。方中麻黄发汗解表，温阳散寒，行水散水；附子温煦阳气，温化水气；甘草益气和阳，辛甘化阳补阳。,太阳伤寒证与阳气不足证相兼，发热，恶风寒，无汗，或心悸，或胸满，或腰酸腿软，或小便清长，舌淡，苔薄白，脉沉。,若心悸者，加人参、茯苓，以益气止悸；若头痛者，加桂枝、白芷，以通经散寒止痛；若心烦不安，加龙骨、牡蛎，以重镇安神。,太阳中风证与阳虚证相兼者慎用本方。,张仲景设麻黄附子甘草汤是主治表里兼证，但在临床中合理运用本方则能主治阳虚证。如用麻黄附子甘草汤主治心动过缓属心阳虚证，方中甘草用量要大于麻黄，或加益气助阳药，则能使麻黄发散通阳而不损伤阳气。
2153,桂枝加附子汤,扶阳固表，调和营卫,水煎服,本方为桂枝汤加炮附子1枚，并加重甘草用量而成。桂枝汤调和营卫，解肌祛风，附子温经复阳，固表止汗。俾邪去阳回，则津液自复，诸症自愈,临床应用以恶风发热、汗漏不止、四肢微急、脉虚浮为辨证要点,寒疝疼痛，加川乌、草乌；胸痹心痛，加薤白、瓜蒌；风寒湿痹，寒甚痛剧，加川乌；上肢痛甚，加羌活、蒲黄、川芎；下肢痛甚，加独活、牛膝、防己；腰背疼痛，加杜仲、桑寄生、续断,,桂加附子治有三，风寒肢痛脉迟弦，汗漏不止恶风甚，肌肤麻木卫阳寒
